prism_consumer_id,score
1064,0.00829012
1065,0.01719529
1066,0.0127380565
1067,0.012800644
1068,0.012962739
1069,0.011582919
1070,0.025991552
1071,0.042597912
1072,0.006842653
1073,0.009412625
1074,0.0138125215
1075,0.0075316634
1076,0.011439004
1077,0.012421125
1078,0.22999062
1079,0.012642841
1080,0.010610295
1081,0.07644361
1082,0.010204112
1083,0.013545994
1084,0.011864576
1085,0.01311345
1086,0.015414381
1087,0.013203145
1088,0.040154323
1089,0.00605063
1090,0.017928878
1091,0.055807665
1092,0.03365087
1093,0.012269
1094,0.076055914
1095,0.06394225
1096,0.007263713
1097,0.009102706
1098,0.0075424775
1099,0.01087815
1100,0.0081765875
1101,0.020921675
1102,0.011294642
1103,0.05398972
1104,0.025218418
1105,0.041416235
1106,0.017603252
1107,0.008587519
1108,0.007959264
1109,0.017438104
1110,0.014068573
1111,0.28385282
1112,0.01152042
1113,0.016299328
1114,0.081688166
1115,0.021494603
1116,0.01786129
1117,0.015703915
1118,0.010962099
1119,0.014925827
1120,0.04150502
1121,0.011892386
1122,0.017963106
1123,0.05958288
1124,0.011802187
1125,0.08848035
1126,0.013601687
1127,0.008244386
1128,0.014475976
1129,0.016306937
1130,0.016481867
1131,0.0092309015
1132,0.0218898
1133,0.026324738
1134,0.03160031
1135,0.15710633
1136,0.016028034
1137,0.004857037
1138,0.015480486
1139,0.0050940174
1140,0.021745948
1141,0.03719446
1142,0.047736686
1143,0.0055837496
1144,0.01804085
1145,0.09539838
1146,0.04043402
1147,0.65147555
1148,0.026469152
1149,0.056043774
1150,0.04865718
1151,0.010177408
1152,0.011181515
1153,0.17181444
1154,0.014688609
1155,0.13128145
1156,0.026905388
1157,0.004825037
1158,0.006147437
1159,0.01951074
1160,0.0035682807
1161,0.011752318
1162,0.031806912
1163,0.017883755
1164,0.016533324
1165,0.012869593
1166,0.027163625
1167,0.025212402
1168,0.009408798
1169,0.0041676313
1170,0.008939636
1171,0.02807099
1172,0.08556249
1173,0.045036886
1174,0.003957929
1175,0.15231937
1176,0.305259
1177,0.016356738
1178,0.13223496
1179,0.047800288
1180,0.116483115
1181,0.025864007
1182,0.013679926
1183,0.00927606
1184,0.0137735
1185,0.025110401
1186,0.009120052
1187,0.0043190247
1188,0.017098993
1189,0.0061611356
1190,0.010409985
1191,0.10049954
1192,0.18706992
1193,0.0151701225
1194,0.018624164
1195,0.019573864
1196,0.013862952
1197,0.017615864
1198,0.053970896
1199,0.0051127174
1200,0.008581805
1201,0.017454928
1202,0.015299334
1203,0.008956123
1204,0.010461215
1205,0.03559415
1206,0.008475096
1207,0.018760132
1208,0.008480382
1209,0.010505426
1210,0.040943895
1211,0.010787193
1212,0.035641935
1213,0.01647971
1214,0.18722795
1215,0.006686207
1216,0.012750517
1217,0.03556832
1218,0.0055822544
1219,0.10006473
1220,0.0068941545
1221,0.19193694
1222,0.04148762
1223,0.015593291
1224,0.11411612
1225,0.012150078
1226,0.0045725643
1227,0.010825048
1228,0.0064032627
1229,0.69983774
1230,0.023093551
1231,0.008234528
1232,0.008982877
1233,0.0037903483
1234,0.009866804
1235,0.011485042
1236,0.009115799
1237,0.016877519
1238,0.020416843
1239,0.009995496
1240,0.042339806
1241,0.012989569
1242,0.01610907
1243,0.06068923
1244,0.01527046
1245,0.044880092
1246,0.006388724
1247,0.045725957
1248,0.040090587
1249,0.007502162
1250,0.003667261
1251,0.03012783
1252,0.005262849
1253,0.0071229194
1254,0.03292778
1255,0.036239628
1256,0.0063333255
1257,0.015621291
1258,0.26554802
1259,0.012961685
1260,0.007934345
1261,0.06110018
1262,0.022346413
1263,0.049431432
1264,0.03615616
1265,0.009528104
1266,0.57619995
1267,0.008852039
1268,0.17710407
1269,0.009773229
1270,0.019753087
1271,0.028767362
1272,0.06090463
1273,0.07116859
1274,0.03276656
1275,0.0053656367
1276,0.0058625196
1277,0.010411321
1278,0.009327608
1279,0.020805772
1280,0.06931091
1281,0.01670082
1282,0.008516198
1283,0.04479521
1284,0.06276979
1285,0.039402183
1286,0.012797235
1287,0.008233796
1288,0.17981857
1289,0.03399934
1290,0.0101069035
1291,0.010778948
1292,0.005479407
1293,0.0074134697
1294,0.012018137
1295,0.009387303
1296,0.008989422
1297,0.005414542
1298,0.016180579
1299,0.006722225
1300,0.034316014
1301,0.07982705
1302,0.01295903
1303,0.026765103
1304,0.01053853
1305,0.020312307
1306,0.07477359
1307,0.026181849
1308,0.0043051606
1309,0.053510506
1310,0.0135408975
1311,0.016155198
1312,0.0066989944
1313,0.013536828
1314,0.0048312275
1315,0.035615582
1316,0.00636548
1317,0.013572742
1318,0.02561757
1319,0.06978276
1320,0.00426617
1321,0.047782756
1322,0.008262536
1323,0.023264896
1324,0.21905448
1325,0.050973278
1326,0.014613809
1327,0.041081946
1328,0.016396333
1329,0.0356976
1330,0.0035084244
1331,0.019969104
1332,0.015044622
1333,0.022163954
1334,0.010907043
1335,0.02128594
1336,0.04444825
1337,0.014470146
1338,0.0034541567
1339,0.019411564
1340,0.004792626
1341,0.07731774
1342,0.030178428
1343,0.03699746
1344,0.24185424
1345,0.019870913
1346,0.016477238
1347,0.01736847
1348,0.012188121
1349,0.024265883
1350,0.06341549
1351,0.023560995
1352,0.012882083
1353,0.0050314325
1354,0.012662804
1355,0.088644065
1356,0.009044548
1357,0.20459029
1358,0.028736496
1359,0.008161419
1360,0.04017719
1361,0.024020404
1362,0.03857279
1363,0.011916408
1364,0.54951394
1365,0.02276336
1366,0.10448705
1367,0.0043239594
1368,0.46738216
1369,0.05079856
1370,0.013686722
1371,0.009472179
1372,0.026730543
1373,0.016923772
1374,0.009869184
1375,0.018625593
1376,0.089209445
1377,0.027817866
1378,0.012842083
1379,0.08885572
1380,0.008655655
1381,0.03244032
1382,0.006468235
1383,0.0035014248
1384,0.010682192
1385,0.0044716117
1386,0.0048732157
1387,0.020980546
1388,0.014732897
1389,0.006805788
1390,0.053471934
1391,0.031205509
1392,0.0071397023
1393,0.012464624
1394,0.037600085
1395,0.026172556
1396,0.029187046
1397,0.014573454
1398,0.008178432
1399,0.007666154
1400,0.06294345
1401,0.12604061
1402,0.05143563
1403,0.0052978024
1404,0.012972517
1405,0.006115943
1406,0.00934876
1407,0.009787342
1408,0.013463569
1409,0.016954422
1410,0.22996868
1411,0.011333212
1412,0.047314454
1413,0.015468344
1414,0.040297467
1415,0.017685091
1416,0.034849327
1417,0.023774106
1418,0.016861394
1419,0.122402504
1420,0.025508808
1421,0.011423249
1422,0.021032324
1423,0.007605524
1424,0.07603676
1425,0.004931305
1426,0.014137904
1427,0.14094916
1428,0.11065616
1429,0.0039817384
1430,0.013977282
1431,0.5390564
1432,0.04444202
1433,0.06440198
1434,0.059380524
1435,0.004965182
1436,0.024471024
1437,0.040554494
1438,0.60849905
1439,0.004028292
1440,0.014567683
1441,0.015156209
1442,0.28908312
1443,0.012890915
1444,0.014233815
1445,0.02199861
1446,0.08405627
1447,0.01926569
1448,0.007273323
1449,0.05169811
1450,0.008425522
1451,0.03891513
1452,0.07698247
1453,0.015007197
1454,0.23800454
1455,0.010040807
1456,0.33586937
1457,0.019502308
1458,0.026865005
1459,0.063528754
1460,0.06994412
1461,0.0046413965
1462,0.019409375
1463,0.014598538
1464,0.008593992
1465,0.05519206
1466,0.11888768
1467,0.009774571
1468,0.0073181214
1469,0.008248634
1470,0.030443244
1471,0.04080125
1472,0.8223808
1473,0.007855599
1474,0.025648057
1475,0.008834364
1476,0.022006942
1477,0.04243704
1478,0.011405364
1479,0.00690071
1480,0.0073567173
1481,0.022550706
1482,0.06670461
1483,0.0039893743
1484,0.042919457
1485,0.078257486
1486,0.025890278
1487,0.16385196
1488,0.03574803
1489,0.06047407
1490,0.011639097
1491,0.017685737
1492,0.083070226
1493,0.010957474
1494,0.014589624
1495,0.010405642
1496,0.121560864
1497,0.04666636
1498,0.14005242
1499,0.008485665
1500,0.0072048474
1501,0.0056345593
1502,0.012161546
1503,0.16665192
1504,0.0123243
1505,0.02430854
1506,0.10245313
1507,0.005661986
1508,0.0051039257
1509,0.018298874
1510,0.017264446
1511,0.026744576
1512,0.06728737
1513,0.04198727
1514,0.0060314178
1515,0.08175549
1516,0.020639766
1517,0.053727765
1518,0.0055009048
1519,0.010564421
1520,0.020823207
1521,0.013991353
1522,0.014346515
1523,0.45095578
1524,0.042355407
1525,0.005153229
1526,0.0039051475
1527,0.033362005
1528,0.014733265
1529,0.010686683
1530,0.038101558
1531,0.027155316
1532,0.018850606
1533,0.014195856
1534,0.04790872
1535,0.11850342
1536,0.0067807278
1537,0.15266985
1538,0.013921303
1539,0.014417846
1540,0.009832038
1541,0.015412464
1542,0.013801413
1543,0.022153566
1544,0.023674913
1545,0.021536076
1546,0.0065143537
1547,0.0857131
1548,0.019079976
1549,0.16172229
1550,0.024776863
1551,0.008617377
1552,0.035199206
1553,0.008352717
1554,0.037786562
1555,0.022413485
1556,0.06483837
1557,0.04688462
1558,0.038666513
1559,0.10248983
1560,0.014756166
1561,0.16030596
1562,0.0046738056
1563,0.009311103
1564,0.051824354
1565,0.020754933
1566,0.026911635
1567,0.022639563
1568,0.017633615
1569,0.056134395
1570,0.011392902
1571,0.15564983
1572,0.007483294
1573,0.013977295
1574,0.04638566
1575,0.006328076
1576,0.008259871
1577,0.0682798
1578,0.108661175
1579,0.00995388
1580,0.01406095
1581,0.014103413
1582,0.017464874
1583,0.019784
1584,0.01984371
1585,0.122940615
1586,0.008150298
1587,0.016574133
1588,0.011882696
1589,0.006245315
1590,0.08385327
1591,0.0049502705
1592,0.029491104
1593,0.015976684
1594,0.06805303
1595,0.020117702
1596,0.028587459
1597,0.010535532
1598,0.0049463264
1599,0.022151288
1600,0.010555552
1601,0.05366339
1602,0.2694538
1603,0.029929733
1604,0.08031544
1605,0.022918433
1606,0.015511685
1607,0.015488364
1608,0.0077851834
1609,0.012165162
1610,0.12206174
1611,0.023235938
1612,0.014128655
1613,0.6216639
1614,0.021033345
1615,0.01912442
1616,0.006986714
1617,0.011251189
1618,0.017325057
1619,0.0144431
1620,0.03493291
1621,0.023560876
1622,0.027970204
1623,0.013014088
1624,0.011801787
1625,0.021897761
1626,0.010887646
1627,0.016595801
1628,0.006934467
1629,0.010269329
1630,0.0091486825
1631,0.030435422
1632,0.021680446
1633,0.008503074
1634,0.0069982396
1635,0.015545195
1636,0.050186228
1637,0.07946357
1638,0.01222026
1639,0.011851987
1640,0.023679152
